name,id,machine_id,downtime_reason_name,end_timestamp,start_timestamp,productivity,classification,duration_seconds,shift,day_of_week,utilisation_category,timestamp
Mill 1,68537f2b173890e7908a3861,6809f67ffc54c40ff1b489cf,No Reason Required,2025-06-19 04:27:00.539000+01:00,2025-06-19 04:05:56.539000+01:00,productive,UPTIME,1264.0,NIGHT,THURSDAY,PRODUCTIVE UPTIME,2025-06-19 04:05:56.539000+01:00
Mill 1,68538419173890e7908a3b7b,6809f67ffc54c40ff1b489cf,Working Other Machine,2025-06-19 06:00:00+01:00,2025-06-19 04:27:00.539000+01:00,unproductive,DOWNTIME,5579.461,NIGHT,THURSDAY,UNPRODUCTIVE DOWNTIME,2025-06-19 04:27:00.539000+01:00
Mill 1,685399e2173890e7908a5040,6809f67ffc54c40ff1b489cf,Obstacle,2025-06-19 06:23:46.539000+01:00,2025-06-19 06:00:00+01:00,unproductive,DOWNTIME,1426.539,DAY,THURSDAY,UNPRODUCTIVE DOWNTIME,2025-06-19 06:00:00+01:00
Mill 1,68539f71173890e7908a5abf,6809f67ffc54c40ff1b489cf,No Reason Required,2025-06-19 06:24:10.539000+01:00,2025-06-19 06:23:46.539000+01:00,productive,UPTIME,24.0,DAY,THURSDAY,PRODUCTIVE UPTIME,2025-06-19 06:23:46.539000+01:00
Mill 1,68539f8a173890e7908a5ad3,6809f67ffc54c40ff1b489cf,Training,2025-06-19 09:59:33.539000+01:00,2025-06-19 06:24:10.539000+01:00,unproductive,DOWNTIME,12923.0,DAY,THURSDAY,UNPRODUCTIVE DOWNTIME,2025-06-19 06:24:10.539000+01:00
Mill 1,6853d1ff173890e7908a98cc,6809f67ffc54c40ff1b489cf,No Reason Required,2025-06-19 10:15:20.539000+01:00,2025-06-19 09:59:33.539000+01:00,productive,UPTIME,947.0,DAY,THURSDAY,PRODUCTIVE UPTIME,2025-06-19 09:59:33.539000+01:00
Mill 1,6853d5be173890e7908a9c27,6809f67ffc54c40ff1b489cf,Coil Change,2025-06-19 10:27:49.539000+01:00,2025-06-19 10:15:20.539000+01:00,productive,DOWNTIME,749.0,DAY,THURSDAY,PRODUCTIVE DOWNTIME,2025-06-19 10:15:20.539000+01:00
Mill 1,6853d8a6173890e7908a9ed6,6809f67ffc54c40ff1b489cf,No Reason Required,2025-06-19 11:12:56.539000+01:00,2025-06-19 10:27:49.539000+01:00,productive,UPTIME,2707.0,DAY,THURSDAY,PRODUCTIVE UPTIME,2025-06-19 10:27:49.539000+01:00
Mill 1,6853e339173890e7908aaa29,6809f67ffc54c40ff1b489cf,Coil Change,2025-06-19 11:28:35.539000+01:00,2025-06-19 11:12:56.539000+01:00,productive,DOWNTIME,939.0,DAY,THURSDAY,PRODUCTIVE DOWNTIME,2025-06-19 11:12:56.539000+01:00
Mill 1,6853e6e5173890e7908aaf3d,6809f67ffc54c40ff1b489cf,No Reason Required,2025-06-19 11:29:23.539000+01:00,2025-06-19 11:28:35.539000+01:00,productive,UPTIME,48.0,DAY,THURSDAY,PRODUCTIVE UPTIME,2025-06-19 11:28:35.539000+01:00
Mill 1,6853e703173890e7908aaf5a,6809f67ffc54c40ff1b489cf,Setting Machine,2025-06-19 11:29:55.539000+01:00,2025-06-19 11:29:23.539000+01:00,productive,DOWNTIME,32.0,DAY,THURSDAY,PRODUCTIVE DOWNTIME,2025-06-19 11:29:23.539000+01:00
Mill 1,6853e73e173890e7908aaf92,6809f67ffc54c40ff1b489cf,No Reason Required,2025-06-19 11:32:04.539000+01:00,2025-06-19 11:29:55.539000+01:00,productive,UPTIME,129.0,DAY,THURSDAY,PRODUCTIVE UPTIME,2025-06-19 11:29:55.539000+01:00
Mill 1,6853e7ab173890e7908aafd6,6809f67ffc54c40ff1b489cf,Setting Machine,2025-06-19 11:35:45.539000+01:00,2025-06-19 11:32:04.539000+01:00,productive,DOWNTIME,221.0,DAY,THURSDAY,PRODUCTIVE DOWNTIME,2025-06-19 11:32:04.539000+01:00
Mill 1,6853e88b173890e7908ab0ef,6809f67ffc54c40ff1b489cf,No Reason Required,2025-06-19 11:36:44.539000+01:00,2025-06-19 11:35:45.539000+01:00,productive,UPTIME,59.0,DAY,THURSDAY,PRODUCTIVE UPTIME,2025-06-19 11:35:45.539000+01:00
Mill 1,6853e8c7173890e7908ab124,6809f67ffc54c40ff1b489cf,No Reason Required,2025-06-19 11:37:11.539000+01:00,2025-06-19 11:36:44.539000+01:00,productive,DOWNTIME,27.0,DAY,THURSDAY,PRODUCTIVE DOWNTIME,2025-06-19 11:36:44.539000+01:00
Mill 1,6853e8df173890e7908ab134,6809f67ffc54c40ff1b489cf,No Reason Required,2025-06-19 12:06:01.539000+01:00,2025-06-19 11:37:11.539000+01:00,productive,UPTIME,1730.0,DAY,THURSDAY,PRODUCTIVE UPTIME,2025-06-19 11:37:11.539000+01:00
Mill 1,6853efb0173890e7908ab831,6809f67ffc54c40ff1b489cf,change strut pack,2025-06-19 12:08:10.539000+01:00,2025-06-19 12:06:01.539000+01:00,productive,DOWNTIME,129.0,DAY,THURSDAY,PRODUCTIVE DOWNTIME,2025-06-19 12:06:01.539000+01:00
Mill 1,6853f032173890e7908ab8c6,6809f67ffc54c40ff1b489cf,No Reason Required,2025-06-19 12:22:31.539000+01:00,2025-06-19 12:08:10.539000+01:00,productive,UPTIME,861.0,DAY,THURSDAY,PRODUCTIVE UPTIME,2025-06-19 12:08:10.539000+01:00
Mill 1,6853f37c173890e7908abb22,6809f67ffc54c40ff1b489cf,Coil Change,2025-06-19 12:42:09.539000+01:00,2025-06-19 12:22:31.539000+01:00,productive,DOWNTIME,1178.0,DAY,THURSDAY,PRODUCTIVE DOWNTIME,2025-06-19 12:22:31.539000+01:00
Mill 1,6853f825173890e7908abed0,6809f67ffc54c40ff1b489cf,No Reason Required,2025-06-19 12:45:02.539000+01:00,2025-06-19 12:42:09.539000+01:00,productive,UPTIME,173.0,DAY,THURSDAY,PRODUCTIVE UPTIME,2025-06-19 12:42:09.539000+01:00
Mill 1,6853f8c1173890e7908abf88,6809f67ffc54c40ff1b489cf,Break,2025-06-19 13:06:12.539000+01:00,2025-06-19 12:45:02.539000+01:00,unproductive,DOWNTIME,1270.0,DAY,THURSDAY,UNPRODUCTIVE DOWNTIME,2025-06-19 12:45:02.539000+01:00
Mill 1,6853fdc8173890e7908ac34f,6809f67ffc54c40ff1b489cf,No Reason Required,2025-06-19 13:07:32.539000+01:00,2025-06-19 13:06:12.539000+01:00,productive,UPTIME,80.0,DAY,THURSDAY,PRODUCTIVE UPTIME,2025-06-19 13:06:12.539000+01:00
Mill 1,6853fe1c173890e7908ac373,6809f67ffc54c40ff1b489cf,change strut pack,2025-06-19 13:08:28.539000+01:00,2025-06-19 13:07:32.539000+01:00,productive,DOWNTIME,56.0,DAY,THURSDAY,PRODUCTIVE DOWNTIME,2025-06-19 13:07:32.539000+01:00
Mill 1,6853fe3b173890e7908ac3cd,6809f67ffc54c40ff1b489cf,No Reason Required,2025-06-19 13:49:35.539000+01:00,2025-06-19 13:08:28.539000+01:00,productive,UPTIME,2467.0,DAY,THURSDAY,PRODUCTIVE UPTIME,2025-06-19 13:08:28.539000+01:00
Mill 1,685407e0173890e7908acbfb,6809f67ffc54c40ff1b489cf,Coil Change,2025-06-19 14:07:10.539000+01:00,2025-06-19 13:49:35.539000+01:00,productive,DOWNTIME,1055.0,DAY,THURSDAY,PRODUCTIVE DOWNTIME,2025-06-19 13:49:35.539000+01:00
Mill 1,68540c02173890e7908acf16,6809f67ffc54c40ff1b489cf,No Reason Required,2025-06-19 14:07:51.539000+01:00,2025-06-19 14:07:10.539000+01:00,productive,UPTIME,41.0,DAY,THURSDAY,PRODUCTIVE UPTIME,2025-06-19 14:07:10.539000+01:00
Mill 1,68540c34173890e7908acf38,6809f67ffc54c40ff1b489cf,Coil Issue,2025-06-19 14:12:54.539000+01:00,2025-06-19 14:07:51.539000+01:00,unproductive,DOWNTIME,303.0,DAY,THURSDAY,UNPRODUCTIVE DOWNTIME,2025-06-19 14:07:51.539000+01:00
Mill 1,68540d65173890e7908ad095,6809f67ffc54c40ff1b489cf,No Reason Required,2025-06-19 14:54:33.539000+01:00,2025-06-19 14:12:54.539000+01:00,productive,UPTIME,2499.0,DAY,THURSDAY,PRODUCTIVE UPTIME,2025-06-19 14:12:54.539000+01:00
Mill 1,68541730173890e7908ad937,6809f67ffc54c40ff1b489cf,change strut pack,2025-06-19 14:55:27.539000+01:00,2025-06-19 14:54:33.539000+01:00,productive,DOWNTIME,54.0,DAY,THURSDAY,PRODUCTIVE DOWNTIME,2025-06-19 14:54:33.539000+01:00
Mill 1,68541766173890e7908ad942,6809f67ffc54c40ff1b489cf,No Reason Required,2025-06-19 14:58:04.539000+01:00,2025-06-19 14:55:27.539000+01:00,productive,UPTIME,157.0,DAY,THURSDAY,PRODUCTIVE UPTIME,2025-06-19 14:55:27.539000+01:00
Mill 1,685417ed173890e7908ad99a,6809f67ffc54c40ff1b489cf,Coil Change,2025-06-19 15:14:32.539000+01:00,2025-06-19 14:58:04.539000+01:00,productive,DOWNTIME,988.0,DAY,THURSDAY,PRODUCTIVE DOWNTIME,2025-06-19 14:58:04.539000+01:00
Mill 1,68541bce173890e7908add3c,6809f67ffc54c40ff1b489cf,No Reason Required,2025-06-19 15:17:13.539000+01:00,2025-06-19 15:14:32.539000+01:00,productive,UPTIME,161.0,DAY,THURSDAY,PRODUCTIVE UPTIME,2025-06-19 15:14:32.539000+01:00
Mill 1,68541c72173890e7908addb4,6809f67ffc54c40ff1b489cf,change strut pack,2025-06-19 15:20:33.539000+01:00,2025-06-19 15:17:13.539000+01:00,productive,DOWNTIME,200.0,DAY,THURSDAY,PRODUCTIVE DOWNTIME,2025-06-19 15:17:13.539000+01:00
Mill 1,68541d47173890e7908ade97,6809f67ffc54c40ff1b489cf,No Reason Required,2025-06-19 15:29:41.539000+01:00,2025-06-19 15:20:33.539000+01:00,productive,UPTIME,548.0,DAY,THURSDAY,PRODUCTIVE UPTIME,2025-06-19 15:20:33.539000+01:00
Mill 1,68541f6b173890e7908ae0b6,6809f67ffc54c40ff1b489cf,Stamp Change Date/Logo,2025-06-19 15:30:50.539000+01:00,2025-06-19 15:29:41.539000+01:00,productive,DOWNTIME,69.0,DAY,THURSDAY,PRODUCTIVE DOWNTIME,2025-06-19 15:29:41.539000+01:00
Mill 1,68541fa0173890e7908ae0e1,6809f67ffc54c40ff1b489cf,No Reason Required,2025-06-19 15:31:19.539000+01:00,2025-06-19 15:30:50.539000+01:00,productive,UPTIME,29.0,DAY,THURSDAY,PRODUCTIVE UPTIME,2025-06-19 15:30:50.539000+01:00
Mill 1,68541fdc173890e7908ae100,6809f67ffc54c40ff1b489cf,Stamp Change Date/Logo,2025-06-19 15:33:50.539000+01:00,2025-06-19 15:31:19.539000+01:00,productive,DOWNTIME,151.0,DAY,THURSDAY,PRODUCTIVE DOWNTIME,2025-06-19 15:31:19.539000+01:00
Mill 1,68542060173890e7908ae199,6809f67ffc54c40ff1b489cf,No Reason Required,2025-06-19 15:45:03.539000+01:00,2025-06-19 15:33:50.539000+01:00,productive,UPTIME,673.0,DAY,THURSDAY,PRODUCTIVE UPTIME,2025-06-19 15:33:50.539000+01:00
Mill 1,68542310173890e7908ae391,6809f67ffc54c40ff1b489cf,No Reason Provided,2025-06-19 16:00:00+01:00,2025-06-19 15:45:03.539000+01:00,unproductive,DOWNTIME,896.461,DAY,THURSDAY,UNPRODUCTIVE DOWNTIME,2025-06-19 15:45:03.539000+01:00
Mill 1,68542687173890e7908ae634,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-19 16:39:09.539000+01:00,2025-06-19 16:00:00+01:00,unproductive,DOWNTIME,2349.539,DAY,THURSDAY,UNPRODUCTIVE DOWNTIME,2025-06-19 16:00:00+01:00
Mill 1,6854edc8173890e7908b60e6,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-20 06:10:23.786000+01:00,2025-06-19 16:39:09.539000+01:00,unproductive,OFFLINE,48674.247,DAY,THURSDAY,UNPRODUCTIVE OFFLINE,2025-06-19 16:39:09.539000+01:00
Mill 1,6854edca173890e7908b618a,6809f67ffc54c40ff1b489cf,Helping Others,2025-06-20 06:22:53.786000+01:00,2025-06-20 06:10:23.786000+01:00,unproductive,DOWNTIME,750.0,DAY,FRIDAY,UNPRODUCTIVE DOWNTIME,2025-06-20 06:10:23.786000+01:00
Mill 1,6854f041173890e7908b639c,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-20 06:23:19.786000+01:00,2025-06-20 06:22:53.786000+01:00,unproductive,UPTIME,26.0,DAY,FRIDAY,UNPRODUCTIVE UPTIME,2025-06-20 06:22:53.786000+01:00
Mill 1,6854f05e173890e7908b63aa,6809f67ffc54c40ff1b489cf,Stamp Change Date/Logo,2025-06-20 06:26:23.786000+01:00,2025-06-20 06:23:19.786000+01:00,productive,DOWNTIME,184.0,DAY,FRIDAY,PRODUCTIVE DOWNTIME,2025-06-20 06:23:19.786000+01:00
Mill 1,6854f102173890e7908b6430,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-20 06:26:50.786000+01:00,2025-06-20 06:26:23.786000+01:00,unproductive,UPTIME,27.0,DAY,FRIDAY,UNPRODUCTIVE UPTIME,2025-06-20 06:26:23.786000+01:00
Mill 1,6854f133173890e7908b6440,6809f67ffc54c40ff1b489cf,Setting Machine,2025-06-20 06:32:48.786000+01:00,2025-06-20 06:26:50.786000+01:00,productive,DOWNTIME,358.0,DAY,FRIDAY,PRODUCTIVE DOWNTIME,2025-06-20 06:26:50.786000+01:00
Mill 1,6854f28c173890e7908b6515,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-20 06:34:24.786000+01:00,2025-06-20 06:32:48.786000+01:00,unproductive,UPTIME,96.0,DAY,FRIDAY,UNPRODUCTIVE UPTIME,2025-06-20 06:32:48.786000+01:00
Mill 1,6854f2e7173890e7908b6536,6809f67ffc54c40ff1b489cf,Stamp Change Date/Logo,2025-06-20 06:36:56.786000+01:00,2025-06-20 06:34:24.786000+01:00,productive,DOWNTIME,152.0,DAY,FRIDAY,PRODUCTIVE DOWNTIME,2025-06-20 06:34:24.786000+01:00
Mill 1,6854f386173890e7908b65e4,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-20 06:57:54.786000+01:00,2025-06-20 06:36:56.786000+01:00,unproductive,UPTIME,1258.0,DAY,FRIDAY,UNPRODUCTIVE UPTIME,2025-06-20 06:36:56.786000+01:00
Mill 1,6854f873173890e7908b697e,6809f67ffc54c40ff1b489cf,Coil Change,2025-06-20 07:06:29.786000+01:00,2025-06-20 06:57:54.786000+01:00,productive,DOWNTIME,515.0,DAY,FRIDAY,PRODUCTIVE DOWNTIME,2025-06-20 06:57:54.786000+01:00
Mill 1,6854fa7b173890e7908b6b55,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-20 07:26:09.786000+01:00,2025-06-20 07:06:29.786000+01:00,unproductive,UPTIME,1180.0,DAY,FRIDAY,UNPRODUCTIVE UPTIME,2025-06-20 07:06:29.786000+01:00
Mill 1,6854ff0c173890e7908b6eb5,6809f67ffc54c40ff1b489cf,Electrical Fault,2025-06-20 07:33:50.786000+01:00,2025-06-20 07:26:09.786000+01:00,unproductive,DOWNTIME,461.0,DAY,FRIDAY,UNPRODUCTIVE DOWNTIME,2025-06-20 07:26:09.786000+01:00
Mill 1,685500ea173890e7908b7036,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-20 07:34:52.786000+01:00,2025-06-20 07:33:50.786000+01:00,unproductive,UPTIME,62.0,DAY,FRIDAY,UNPRODUCTIVE UPTIME,2025-06-20 07:33:50.786000+01:00
Mill 1,6855011e173890e7908b705b,6809f67ffc54c40ff1b489cf,Stamp Change Date/Logo,2025-06-20 07:38:51.786000+01:00,2025-06-20 07:34:52.786000+01:00,productive,DOWNTIME,239.0,DAY,FRIDAY,PRODUCTIVE DOWNTIME,2025-06-20 07:34:52.786000+01:00
Mill 1,68550210173890e7908b7119,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-20 07:40:09.786000+01:00,2025-06-20 07:38:51.786000+01:00,unproductive,UPTIME,78.0,DAY,FRIDAY,UNPRODUCTIVE UPTIME,2025-06-20 07:38:51.786000+01:00
Mill 1,68550262173890e7908b7190,6809f67ffc54c40ff1b489cf,Setting Machine,2025-06-20 07:46:29.786000+01:00,2025-06-20 07:40:09.786000+01:00,productive,DOWNTIME,380.0,DAY,FRIDAY,PRODUCTIVE DOWNTIME,2025-06-20 07:40:09.786000+01:00
Mill 1,685503d0173890e7908b728e,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-20 08:02:35.786000+01:00,2025-06-20 07:46:29.786000+01:00,unproductive,UPTIME,966.0,DAY,FRIDAY,UNPRODUCTIVE UPTIME,2025-06-20 07:46:29.786000+01:00
Mill 1,685507a4173890e7908b751e,6809f67ffc54c40ff1b489cf,Coil Change,2025-06-20 08:16:28.786000+01:00,2025-06-20 08:02:35.786000+01:00,productive,DOWNTIME,833.0,DAY,FRIDAY,PRODUCTIVE DOWNTIME,2025-06-20 08:02:35.786000+01:00
Mill 1,68550ae3173890e7908b778a,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-20 08:17:31.786000+01:00,2025-06-20 08:16:28.786000+01:00,unproductive,UPTIME,63.0,DAY,FRIDAY,UNPRODUCTIVE UPTIME,2025-06-20 08:16:28.786000+01:00
Mill 1,68550b16173890e7908b7796,6809f67ffc54c40ff1b489cf,Press Feeder Issue,2025-06-20 08:18:11.786000+01:00,2025-06-20 08:17:31.786000+01:00,unproductive,DOWNTIME,40.0,DAY,FRIDAY,UNPRODUCTIVE DOWNTIME,2025-06-20 08:17:31.786000+01:00
Mill 1,68550b45173890e7908b77a7,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-20 08:53:27.786000+01:00,2025-06-20 08:18:11.786000+01:00,unproductive,UPTIME,2116.0,DAY,FRIDAY,UNPRODUCTIVE UPTIME,2025-06-20 08:18:11.786000+01:00
Mill 1,685513fb173890e7908b7e7a,6809f67ffc54c40ff1b489cf,Electrical Fault,2025-06-20 09:00:47.786000+01:00,2025-06-20 08:53:27.786000+01:00,unproductive,DOWNTIME,440.0,DAY,FRIDAY,UNPRODUCTIVE DOWNTIME,2025-06-20 08:53:27.786000+01:00
Mill 1,68551546173890e7908b7f65,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-20 09:01:27.786000+01:00,2025-06-20 09:00:47.786000+01:00,unproductive,UPTIME,40.0,DAY,FRIDAY,UNPRODUCTIVE UPTIME,2025-06-20 09:00:47.786000+01:00
Mill 1,68551564173890e7908b7f7b,6809f67ffc54c40ff1b489cf,Coil Change,2025-06-20 09:02:08.786000+01:00,2025-06-20 09:01:27.786000+01:00,productive,DOWNTIME,41.0,DAY,FRIDAY,PRODUCTIVE DOWNTIME,2025-06-20 09:01:27.786000+01:00
Mill 1,685515a2173890e7908b7f99,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-20 09:03:10.786000+01:00,2025-06-20 09:02:08.786000+01:00,unproductive,UPTIME,62.0,DAY,FRIDAY,UNPRODUCTIVE UPTIME,2025-06-20 09:02:08.786000+01:00
Mill 1,685515d9173890e7908b7fbe,6809f67ffc54c40ff1b489cf,Coil Issue,2025-06-20 09:17:44.786000+01:00,2025-06-20 09:03:10.786000+01:00,unproductive,DOWNTIME,874.0,DAY,FRIDAY,UNPRODUCTIVE DOWNTIME,2025-06-20 09:03:10.786000+01:00
Mill 1,68551935173890e7908b836a,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-20 09:18:28.786000+01:00,2025-06-20 09:17:44.786000+01:00,unproductive,UPTIME,44.0,DAY,FRIDAY,UNPRODUCTIVE UPTIME,2025-06-20 09:17:44.786000+01:00
Mill 1,68551972173890e7908b8391,6809f67ffc54c40ff1b489cf,Electrical Fault,2025-06-20 09:19:15.786000+01:00,2025-06-20 09:18:28.786000+01:00,unproductive,DOWNTIME,47.0,DAY,FRIDAY,UNPRODUCTIVE DOWNTIME,2025-06-20 09:18:28.786000+01:00
Mill 1,68551991173890e7908b83ad,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-20 09:20:01.786000+01:00,2025-06-20 09:19:15.786000+01:00,unproductive,UPTIME,46.0,DAY,FRIDAY,UNPRODUCTIVE UPTIME,2025-06-20 09:19:15.786000+01:00
Mill 1,685519ca173890e7908b83f2,6809f67ffc54c40ff1b489cf,Setting Machine,2025-06-20 09:20:35.786000+01:00,2025-06-20 09:20:01.786000+01:00,productive,DOWNTIME,34.0,DAY,FRIDAY,PRODUCTIVE DOWNTIME,2025-06-20 09:20:01.786000+01:00
Mill 1,685519e5173890e7908b8428,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-20 09:21:40.786000+01:00,2025-06-20 09:20:35.786000+01:00,unproductive,UPTIME,65.0,DAY,FRIDAY,UNPRODUCTIVE UPTIME,2025-06-20 09:20:35.786000+01:00
Mill 1,68551a1c173890e7908b843a,6809f67ffc54c40ff1b489cf,Helping Others,2025-06-20 09:22:41.786000+01:00,2025-06-20 09:21:40.786000+01:00,unproductive,DOWNTIME,61.0,DAY,FRIDAY,UNPRODUCTIVE DOWNTIME,2025-06-20 09:21:40.786000+01:00
Mill 1,68551a6d173890e7908b845a,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-20 09:23:24.786000+01:00,2025-06-20 09:22:41.786000+01:00,unproductive,UPTIME,43.0,DAY,FRIDAY,UNPRODUCTIVE UPTIME,2025-06-20 09:22:41.786000+01:00
Mill 1,68551a86173890e7908b8469,6809f67ffc54c40ff1b489cf,Coil Issue,2025-06-20 09:24:50.786000+01:00,2025-06-20 09:23:24.786000+01:00,unproductive,DOWNTIME,86.0,DAY,FRIDAY,UNPRODUCTIVE DOWNTIME,2025-06-20 09:23:24.786000+01:00
Mill 1,68551af7173890e7908b84e2,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-20 09:44:17.786000+01:00,2025-06-20 09:24:50.786000+01:00,unproductive,UPTIME,1167.0,DAY,FRIDAY,UNPRODUCTIVE UPTIME,2025-06-20 09:24:50.786000+01:00
Mill 1,68551f6c173890e7908b88c9,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-21 06:09:46.786000+01:00,2025-06-20 09:44:17.786000+01:00,unproductive,DOWNTIME,73529.0,DAY,FRIDAY,UNPRODUCTIVE DOWNTIME,2025-06-20 09:44:17.786000+01:00
Mill 1,68563ec3173890e7908c18eb,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-21 06:15:16.786000+01:00,2025-06-21 06:09:46.786000+01:00,unproductive,UPTIME,330.0,DAY,SATURDAY,UNPRODUCTIVE UPTIME,2025-06-21 06:09:46.786000+01:00
Mill 1,68563fff173890e7908c1a67,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-21 06:18:51.786000+01:00,2025-06-21 06:15:16.786000+01:00,unproductive,DOWNTIME,215.0,DAY,SATURDAY,UNPRODUCTIVE DOWNTIME,2025-06-21 06:15:16.786000+01:00
Mill 1,685640d9173890e7908c1aad,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-21 06:26:25.786000+01:00,2025-06-21 06:18:51.786000+01:00,unproductive,UPTIME,454.0,DAY,SATURDAY,UNPRODUCTIVE UPTIME,2025-06-21 06:18:51.786000+01:00
Mill 1,68564295173890e7908c1c17,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-21 06:26:48.786000+01:00,2025-06-21 06:26:25.786000+01:00,unproductive,DOWNTIME,23.0,DAY,SATURDAY,UNPRODUCTIVE DOWNTIME,2025-06-21 06:26:25.786000+01:00
Mill 1,685642b5173890e7908c1c24,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-21 06:35:00.786000+01:00,2025-06-21 06:26:48.786000+01:00,unproductive,UPTIME,492.0,DAY,SATURDAY,UNPRODUCTIVE UPTIME,2025-06-21 06:26:48.786000+01:00
Mill 1,68564497173890e7908c1d97,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-21 06:41:00.786000+01:00,2025-06-21 06:35:00.786000+01:00,unproductive,DOWNTIME,360.0,DAY,SATURDAY,UNPRODUCTIVE DOWNTIME,2025-06-21 06:35:00.786000+01:00
Mill 1,68564617173890e7908c1e7f,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-21 06:43:12.786000+01:00,2025-06-21 06:41:00.786000+01:00,unproductive,UPTIME,132.0,DAY,SATURDAY,UNPRODUCTIVE UPTIME,2025-06-21 06:41:00.786000+01:00
Mill 1,68564683173890e7908c1e95,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-21 06:55:02.786000+01:00,2025-06-21 06:43:12.786000+01:00,unproductive,DOWNTIME,710.0,DAY,SATURDAY,UNPRODUCTIVE DOWNTIME,2025-06-21 06:43:12.786000+01:00
Mill 1,68564958173890e7908c1ff7,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-21 06:59:10.786000+01:00,2025-06-21 06:55:02.786000+01:00,unproductive,UPTIME,248.0,DAY,SATURDAY,UNPRODUCTIVE UPTIME,2025-06-21 06:55:02.786000+01:00
Mill 1,68564a44173890e7908c201e,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-21 07:01:30.786000+01:00,2025-06-21 06:59:10.786000+01:00,unproductive,DOWNTIME,140.0,DAY,SATURDAY,UNPRODUCTIVE DOWNTIME,2025-06-21 06:59:10.786000+01:00
Mill 1,68564ae7173890e7908c2087,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-21 07:02:01.786000+01:00,2025-06-21 07:01:30.786000+01:00,unproductive,UPTIME,31.0,DAY,SATURDAY,UNPRODUCTIVE UPTIME,2025-06-21 07:01:30.786000+01:00
Mill 1,68564b03173890e7908c208e,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-21 07:02:02.786000+01:00,2025-06-21 07:02:01.786000+01:00,unproductive,DOWNTIME,1.0,DAY,SATURDAY,UNPRODUCTIVE DOWNTIME,2025-06-21 07:02:01.786000+01:00
Mill 1,68564b03173890e7908c208f,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-21 07:02:36.786000+01:00,2025-06-21 07:02:02.786000+01:00,unproductive,UPTIME,34.0,DAY,SATURDAY,UNPRODUCTIVE UPTIME,2025-06-21 07:02:02.786000+01:00
Mill 1,68564b24173890e7908c2095,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-21 07:03:23.786000+01:00,2025-06-21 07:02:36.786000+01:00,unproductive,DOWNTIME,47.0,DAY,SATURDAY,UNPRODUCTIVE DOWNTIME,2025-06-21 07:02:36.786000+01:00
Mill 1,68564b41173890e7908c20a0,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-21 07:03:57.786000+01:00,2025-06-21 07:03:23.786000+01:00,unproductive,UPTIME,34.0,DAY,SATURDAY,UNPRODUCTIVE UPTIME,2025-06-21 07:03:23.786000+01:00
Mill 1,68564b80173890e7908c20ae,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-21 07:04:31.786000+01:00,2025-06-21 07:03:57.786000+01:00,unproductive,DOWNTIME,34.0,DAY,SATURDAY,UNPRODUCTIVE DOWNTIME,2025-06-21 07:03:57.786000+01:00
Mill 1,68564b9c173890e7908c20c5,6809f67ffc54c40ff1b489cf,Not On Shift,2025-06-21 07:15:45.786000+01:00,2025-06-21 07:04:31.786000+01:00,unproductive,UPTIME,674.0,DAY,SATURDAY,UNPRODUCTIVE UPTIME,2025-06-21 07:04:31.786000+01:00
